# ts rotation(deg) translation(m)
651.033 2.91992 1.90091
651.033 2.89985 1.93867
651.033 2.88414 2.0334
651.333 2.77428 2.15478
651.333 2.85401 2.00949
651.333 2.9388 1.93512
651.333 3.04672 1.90654
651.333 3.0332 1.94985
651.333 2.9829 2.05342
651.633 3.09449 2.15008
651.633 2.9992 2.01257
651.633 2.95161 1.93189
651.633 2.90405 1.9038
651.633 2.94701 1.94403
651.633 2.94976 2.03706
651.933 3.0049 2.15312
651.933 2.99466 2.01114
651.933 2.89467 1.93289
651.933 2.9559 1.90989
651.933 2.99926 1.94634
651.933 3.04006 2.0464
652.233 2.80097 2.17432
652.233 2.864 2.0367
652.233 2.93001 1.944
652.233 2.95466 1.9154
652.233 3.05166 1.95546
652.233 3.02125 2.04171
652.533 2.83313 2.17652
652.533 2.86006 2.03159
652.533 2.85047 1.94543
652.533 2.84787 1.92962
652.533 2.85965 1.95924
652.533 2.84173 2.05598
652.833 2.96834 2.17008
652.833 2.95004 2.03433
652.833 2.91827 1.96254
652.833 2.8624 1.93507
652.833 2.7982 1.98981
652.833 2.83311 2.08533
653.133 2.66584 2.19853
653.133 2.77984 2.0724
653.133 2.92011 1.99468
653.133 2.94716 1.96102
653.133 2.90779 2.00802
653.133 2.95745 2.09855
653.432 2.75379 2.21818
653.432 2.8054 2.08361
653.432 2.87169 2.00905
653.432 2.9296 1.98954
653.432 2.92951 2.02816
653.432 2.93483 2.12016
653.732 3.02072 2.22717
653.732 2.9872 2.11246
653.732 2.93157 2.02468
653.732 2.86636 2.01755
653.732 2.83191 2.04421
653.732 2.82153 2.13526
654.032 3.0859 2.25007
654.032 3.02334 2.11636
654.032 2.92447 2.0434
654.032 2.8898 2.02673
654.032 2.88618 2.07179
654.032 2.90014 2.16853
654.032 2.96164 2.29857
654.382 2.92804 2.27331
654.382 2.91656 2.15542
654.382 2.96598 2.08817
654.382 2.91747 2.06663
654.382 2.83648 2.10354
654.382 2.73079 2.17672
654.382 2.69205 2.31775
654.732 2.83085 2.29058
654.732 2.8529 2.19443
654.732 2.85302 2.11302
654.732 2.79631 2.0998
654.732 2.75994 2.1294
654.732 2.63725 2.20646
654.732 2.56164 2.33003
655.082 2.73518 2.30556
655.082 2.71173 2.2061
655.082 2.77085 2.1491
655.082 2.85116 2.13993
655.082 2.93738 2.16604
655.082 2.98759 2.24016
655.082 3.05167 2.34793
655.432 2.68704 2.34718
655.432 2.73511 2.25225
655.432 2.82066 2.19766
655.432 2.87041 2.1853
655.432 2.89288 2.21234
655.432 2.89831 2.28589
655.432 2.93883 2.38779
655.782 2.59311 2.36717
655.782 2.63744 2.28357
655.782 2.71366 2.24169
655.782 2.77924 2.23373
655.782 2.88274 2.26307
655.782 3.03835 2.32786
655.782 3.12052 2.42136
656.182 2.49346 2.50591
656.182 2.53448 2.40596
656.182 2.53075 2.33202
656.182 2.60107 2.29261
656.182 2.62383 2.28999
656.182 2.7568 2.32172
656.182 2.96105 2.37922
656.182 3.22386 2.46076
656.582 2.11881 2.52652
656.582 2.26696 2.4337
656.582 2.45627 2.37236
656.582 2.54963 2.33812
656.582 2.65145 2.34052
656.582 2.84044 2.37382
656.582 3.09052 2.43204
656.582 3.37145 2.51412
656.582 3.68925 2.62111
657.032 2.25744 2.49193
657.032 2.20722 2.43328
657.032 2.24182 2.39308
657.032 2.42478 2.3853
657.032 2.74599 2.39842
657.032 3.12464 2.43425
657.032 3.52768 2.49364
657.032 3.96173 2.57119
657.032 4.4277 2.67155
657.482 2.57789 2.48591
657.482 2.39284 2.44485
657.482 2.40817 2.42751
657.482 2.47246 2.42875
657.482 2.7283 2.4578
657.482 3.09724 2.50129
657.482 3.55857 2.56864
657.482 4.1272 2.64738
657.482 4.71784 2.73762
657.982 3.05414 2.53042
657.982 2.74757 2.4927
657.982 2.57613 2.47211
657.982 2.53919 2.47065
657.982 2.63372 2.48744
657.982 2.88504 2.5255
657.982 3.2554 2.58306
657.982 3.72064 2.6571
657.982 4.2894 2.74448
657.982 4.91529 2.84357
658.482 3.39732 2.50472
658.482 2.89058 2.48815
658.482 2.54894 2.49191
658.482 2.41628 2.51045
658.482 2.60165 2.54735
658.482 2.96429 2.59497
658.482 3.44837 2.6611
658.482 4.06351 2.74193
658.482 4.67825 2.83104
658.482 5.43011 2.93768
658.482 6.11866 3.04742
659.031 3.31598 2.47716
659.031 2.76329 2.4797
659.031 2.51247 2.51032
659.031 2.47655 2.54717
659.031 2.57749 2.59974
659.031 2.93832 2.66724
659.031 3.47462 2.74461
659.031 4.11015 2.8328
659.031 4.71449 2.93327
659.031 5.36173 3.04856
659.031 6.06301 3.1736
659.582 3.73004 2.5064
659.582 3.29334 2.52655
659.582 2.7731 2.56125
659.582 2.46765 2.61561
659.582 2.36869 2.68152
659.582 2.42389 2.75903
659.582 2.72757 2.84917
659.582 3.07082 2.9491
659.582 3.43905 3.05853
659.582 3.81826 3.18005
659.582 4.13365 3.30513
660.131 2.35948 2.58141
660.131 2.32293 2.60476
660.131 2.34494 2.64606
660.131 2.40875 2.70033
660.131 2.38646 2.76639
660.131 2.44314 2.84615
660.131 2.49878 2.9365
660.131 2.56047 3.04031
660.131 2.52257 3.15112
660.131 2.44666 3.27289
660.131 2.31572 3.40442
660.681 4.02714 2.69924
660.681 3.68992 2.7266
660.681 3.37297 2.76764
660.681 2.98909 2.81366
660.681 2.77099 2.88078
660.681 2.61966 2.95561
660.681 2.70209 3.03979
660.681 2.89407 3.12835
660.681 3.23253 3.22405
660.681 3.615 3.3288
660.681 4.02092 3.43887
661.231 4.68516 2.88533
661.231 4.08405 2.88362
661.231 3.57456 2.89935
661.231 3.13761 2.93118
661.231 2.8665 2.9716
661.231 2.84196 3.02159
661.231 3.06742 3.08773
661.231 3.47602 3.16238
661.231 4.23582 3.24276
661.231 4.93869 3.32621
661.231 5.86061 3.42529
661.782 5.21912 3.05862
661.782 4.37778 3.04544
661.782 3.6664 3.03563
661.782 3.10094 3.04274
661.782 2.83848 3.05941
661.782 2.79918 3.08351
661.782 3.07915 3.12015
661.782 3.64279 3.17195
661.782 4.27589 3.23023
661.782 5.0253 3.30061
661.782 5.7655 3.37891
662.331 4.69175 3.19087
662.331 4.04545 3.16356
662.331 3.51285 3.14628
662.331 3.13471 3.13862
662.331 2.81546 3.14023
662.331 2.76187 3.15521
662.331 2.87654 3.17695
662.331 3.06762 3.21426
662.331 3.45773 3.2647
662.331 3.85488 3.32083
662.831 4.15122 3.29104
662.831 3.64711 3.25366
662.831 3.15899 3.21864
662.831 2.79481 3.20411
662.831 2.57703 3.19273
662.831 2.62926 3.19438
662.831 2.76547 3.20213
662.831 3.03826 3.22538
662.831 3.41979 3.25866
662.831 3.84122 3.3044
663.332 3.53443 3.40073
663.332 3.2549 3.345
663.332 2.98478 3.29605
663.332 2.72446 3.26497
663.332 2.54351 3.24818
663.332 2.57752 3.24085
663.332 2.6614 3.2386
663.332 2.79734 3.25681
663.332 3.03464 3.28327
663.332 3.33035 3.31856
663.832 2.84038 3.45386
663.832 2.65881 3.39422
663.832 2.50656 3.34235
663.832 2.44425 3.30843
663.832 2.40961 3.27453
663.832 2.39903 3.26278
663.832 2.43589 3.25558
663.832 2.50188 3.26168
663.832 2.56808 3.28199
663.832 2.63094 3.31207
663.832 2.70721 3.35536
664.381 2.49992 3.4726
664.381 2.41973 3.40699
664.381 2.37936 3.3543
664.381 2.33679 3.31031
664.381 2.29282 3.2802
664.381 2.29299 3.26314
664.381 2.31692 3.25453
664.381 2.33969 3.25487
664.381 2.3819 3.26932
664.381 2.48916 3.2967
664.381 2.64839 3.32828
664.931 2.76114 3.49362
664.931 2.578 3.42622
664.931 2.44909 3.36612
664.931 2.35121 3.31072
664.931 2.29816 3.27799
664.931 2.29157 3.24666
664.931 2.40595 3.23479
664.931 2.56766 3.21889
664.931 2.78382 3.22825
664.931 3.07782 3.23849
664.931 3.43251 3.26947
665.481 3.33064 3.52067
665.481 2.95366 3.4457
665.481 2.59627 3.37578
665.481 2.28557 3.32059
665.481 2.1466 3.26957
665.481 2.17924 3.23125
665.481 2.42857 3.19745
665.481 2.82788 3.17939
665.481 3.37723 3.17004
665.481 3.98088 3.1657
665.481 4.63875 3.17731
666.031 4.0203 3.55995
666.031 3.30843 3.47733
666.031 2.67954 3.39501
666.031 2.17654 3.31926
666.031 1.98014 3.25357
666.031 2.25303 3.18803
666.031 2.89261 3.13918
666.031 3.69513 3.09511
666.031 4.56442 3.06289
666.031 5.48024 3.03761
666.031 6.40562 3.0252
666.581 5.53155 3.55058
666.581 4.4104 3.46209
666.581 3.29428 3.37157
666.581 2.35287 3.2936
666.581 1.81177 3.21092
666.581 2.00186 3.14223
666.581 2.6953 3.06612
666.581 3.58223 3.01301
666.581 4.60474 2.96479
666.581 5.61984 2.93434
666.581 6.69267 2.91439
667.131 4.13387 3.59933
667.131 3.21871 3.48876
667.131 2.49242 3.38153
667.131 1.96234 3.278
667.131 1.78638 3.18813
667.131 1.98058 3.09789
667.131 2.3369 3.01655
667.131 2.85582 2.94439
667.131 3.40086 2.88945
667.131 3.94709 2.84086
667.131 4.46233 2.81115
667.681 1.64528 3.62279
667.681 1.67112 3.49159
667.681 1.68426 3.37184
667.681 1.78452 3.25929
667.681 1.94486 3.15001
667.681 2.07695 3.05287
667.681 2.13747 2.96413
667.681 2.11767 2.89411
667.681 2.15445 2.83612
667.681 2.19765 2.78635
668.181 1.46686 3.61226
668.181 1.49679 3.48087
668.181 1.63074 3.35413
668.181 1.83028 3.23637
668.181 2.01384 3.12098
668.181 2.12312 3.01926
668.181 2.31606 2.92789
668.181 2.40884 2.85511
668.181 2.4663 2.78881
668.181 2.43355 2.74547
668.181 2.41427 2.7137
668.731 2.71019 3.47347
668.731 2.4901 3.35936
668.731 2.34092 3.2501
668.731 2.19134 3.15381
668.731 2.12016 3.06062
668.731 2.08699 2.9771
668.731 2.06911 2.90802
668.731 2.09872 2.84602
668.731 2.17617 2.79836
668.731 2.32877 2.75925
668.731 2.53775 2.7291
668.731 2.76969 2.70892
668.731 3.06384 2.69312
669.481 3.60039 3.3895
669.481 3.28363 3.30784
669.481 2.98976 3.23434
669.481 2.71607 3.16943
669.481 2.5099 3.10598
669.481 2.32181 3.05147
669.481 2.12513 3.00173
669.481 1.98128 2.96013
669.481 1.87091 2.91966
669.481 1.84702 2.88311
669.481 1.8893 2.85419
669.481 2.02253 2.82693
669.481 2.24273 2.80546
669.481 2.51111 2.78565
669.481 2.82989 2.77071
669.481 3.18997 2.7613
669.481 3.54587 2.74995
669.481 3.8929 2.74344
669.481 4.25046 2.73847
670.631 4.76468 3.36246
670.631 4.45702 3.31165
670.631 4.14651 3.26165
670.631 3.84142 3.21534
670.631 3.56171 3.17386
670.631 3.2891 3.13466
670.631 3.03422 3.09395
670.631 2.76752 3.05898
670.631 2.55059 3.02409
670.631 2.36263 2.98968
670.631 2.21267 2.96049
670.631 2.12473 2.93272
670.631 2.09696 2.90758
670.631 2.15203 2.88576
670.631 2.24251 2.86136
670.631 2.38109 2.84348
670.631 2.54338 2.82352
670.631 2.72841 2.80904
670.631 2.963 2.79714
670.631 3.19432 2.78517
670.631 3.45397 2.78117
670.631 3.73359 2.77372
670.631 4.00309 2.7755
671.83 4.92927 3.4331
671.83 4.61511 3.38363
671.83 4.3052 3.33356
671.83 4.01528 3.28295
671.83 3.73178 3.23497
671.83 3.48682 3.18914
671.83 3.23183 3.14345
671.83 2.99516 3.10169
671.83 2.79893 3.05756
671.83 2.58318 3.01439
671.83 2.42184 2.97564
671.83 2.27812 2.93731
671.83 2.17478 2.9054
671.83 2.13012 2.87309
671.83 2.10324 2.84731
671.83 2.13694 2.82243
671.83 2.17861 2.80344
671.83 2.29481 2.79123
671.83 2.50135 2.78292
671.83 2.76868 2.7817
672.581 3.39477 3.30634
672.581 3.14051 3.22715
672.581 2.91378 3.159
672.581 2.7039 3.08923
672.581 2.52913 3.02871
672.581 2.40646 2.97024
672.581 2.32719 2.91653
672.581 2.27953 2.87084
672.581 2.25227 2.83388
672.581 2.23607 2.80741
672.581 2.30474 2.79025
672.581 2.4192 2.77688
672.581 2.55164 2.77791
672.581 2.7122 2.78299
673.231 3.75312 3.2183
673.231 3.4013 3.13925
673.231 3.03257 3.06245
673.231 2.6875 2.99809
673.231 2.44063 2.93742
673.231 2.26765 2.88796
673.231 2.14682 2.84516
673.231 2.05679 2.81365
673.231 2.08791 2.79352
673.231 2.2191 2.7869
673.231 2.45113 2.79039
673.231 2.77209 2.80744
673.781 3.37171 3.151
673.781 3.04275 3.06879
673.781 2.77558 2.99447
673.781 2.51859 2.92834
673.781 2.298 2.87749
673.781 2.18019 2.83727
673.781 2.11224 2.81188
673.781 2.06675 2.80305
673.781 2.08342 2.80217
673.781 2.19985 2.82727
674.281 3.28642 3.14698
674.281 2.94841 3.06159
674.281 2.71723 2.98615
674.281 2.45872 2.91915
674.281 2.36078 2.87201
674.281 2.24933 2.82706
674.281 2.37589 2.81707
674.281 2.44021 2.79832
674.281 2.53585 2.81649
674.281 2.58026 2.83775
674.781 2.90306 3.15264
674.781 2.7258 3.04939
674.781 2.55192 2.97143
674.781 2.44375 2.90388
674.781 2.30756 2.85606
674.781 2.31104 2.81746
674.781 2.15569 2.80018
674.781 2.12335 2.7967
674.781 2.1544 2.81687
674.781 2.17527 2.84169
675.281 2.51018 3.11228
675.281 2.34041 3.02503
675.281 2.29889 2.94817
675.281 2.25656 2.88788
675.281 2.29947 2.83953
675.281 2.23183 2.80871
675.281 2.34893 2.79344
675.281 2.22951 2.78807
675.281 2.36042 2.80829
675.281 2.34733 2.83157
675.781 2.55971 3.08049
675.781 2.47398 2.99142
675.781 2.41752 2.92041
675.781 2.37098 2.85609
675.781 2.35646 2.81138
675.781 2.34437 2.7828
675.781 2.37108 2.76405
675.781 2.23836 2.76856
675.781 2.23188 2.79256
675.781 2.21982 2.82423
676.281 2.50833 3.06337
676.281 2.48546 2.97515
676.281 2.35548 2.89709
676.281 2.33898 2.84544
676.281 2.3641 2.79035
676.281 2.24793 2.75968
676.281 2.28648 2.74903
676.281 2.22195 2.75089
676.281 2.25664 2.7696
676.281 2.15987 2.79748
676.781 2.55501 3.0247
676.781 2.53106 2.94056
676.781 2.40369 2.86679
676.781 2.42497 2.81581
676.781 2.39123 2.76481
676.781 2.34154 2.74011
676.781 2.42885 2.72396
676.781 2.34688 2.71726
676.781 2.31424 2.73955
676.781 2.28079 2.76462
677.28 2.66144 2.99024
677.28 2.60271 2.90503
677.28 2.48901 2.83665
677.28 2.42567 2.78647
677.28 2.41574 2.74347
677.28 2.40264 2.71716
677.28 2.45678 2.70138
677.28 2.44386 2.69901
677.28 2.50852 2.71452
677.28 2.47687 2.7346
677.28 2.53048 2.77771
677.831 2.52396 2.95065
677.831 2.49963 2.87186
677.831 2.49286 2.80844
677.831 2.44525 2.75007
677.831 2.42298 2.71313
677.831 2.4594 2.68203
677.831 2.43563 2.66859
677.831 2.54285 2.6653
677.831 2.58293 2.67184
677.831 2.61353 2.69706
677.831 2.65861 2.72561
678.38 2.6953 2.92134
678.38 2.75406 2.84874
678.38 2.70247 2.7827
678.38 2.61396 2.73157
678.38 2.49788 2.69012
678.38 2.16228 2.65661
678.38 1.8766 2.64241
678.38 1.74407 2.64501
678.38 1.7172 2.65255
678.38 1.76166 2.6778
678.38 2.04938 2.70326
678.38 2.45532 2.7367
679.031 1.86734 2.96129
679.031 2.1311 2.8885
679.031 2.31197 2.81512
679.031 2.39543 2.7592
679.031 2.42696 2.70688
679.031 2.36992 2.67041
679.031 2.30659 2.64059
679.031 2.07809 2.62498
679.031 1.99323 2.62649
679.031 1.86287 2.62304
679.031 1.70658 2.64233
679.031 1.60488 2.6669
679.031 1.57625 2.6976
679.73 1.67483 2.96754
679.73 1.82098 2.89567
679.73 1.94322 2.83574
679.73 2.12246 2.7809
679.73 2.22851 2.73165
679.73 2.35347 2.69227
679.73 2.41672 2.65639
679.73 2.45626 2.63299
679.73 2.48266 2.61444
679.73 2.44309 2.6017
679.73 2.39466 2.60505
679.73 2.37909 2.61138
679.73 2.34336 2.62894
679.73 2.37531 2.64833
679.73 2.35675 2.67524
680.48 2.26247 2.89359
680.48 2.3204 2.83721
680.48 2.36154 2.78565
680.48 2.38515 2.73796
680.48 2.38699 2.69832
680.48 2.40248 2.66657
680.48 2.39308 2.63508
680.48 2.33954 2.61667
680.48 2.33781 2.60354
680.48 2.35649 2.59388
680.48 2.35038 2.58936
680.48 2.35178 2.58987
680.48 2.37237 2.59943
680.48 2.38136 2.61387
680.48 2.34646 2.63135
680.48 2.35371 2.65704
681.38 2.61645 2.91845
681.38 2.56692 2.86678
681.38 2.53147 2.81679
681.38 2.52869 2.77106
681.38 2.51158 2.73396
681.38 2.49014 2.69711
681.38 2.46944 2.6673
681.38 2.46785 2.64237
681.38 2.44785 2.61964
681.38 2.48667 2.60092
681.38 2.49964 2.58636
681.38 2.53237 2.57671
681.38 2.53477 2.57101
681.38 2.53784 2.56764
681.38 2.5241 2.57229
681.38 2.49791 2.57747
681.38 2.50297 2.58814
681.38 2.50081 2.60127
681.38 2.46531 2.61629
681.38 2.43193 2.63916
682.48 2.48078 2.87979
682.48 2.45113 2.84356
682.48 2.43178 2.8044
682.48 2.44985 2.76828
682.48 2.46852 2.73819
682.48 2.45802 2.70687
682.48 2.43326 2.68376
682.48 2.42759 2.65831
682.48 2.4162 2.63973
682.48 2.39606 2.62088
682.48 2.39736 2.60493
682.48 2.38279 2.59031
682.48 2.38576 2.58175
682.48 2.36143 2.57561
682.48 2.36513 2.571
682.48 2.36843 2.56654
682.48 2.35365 2.56512
682.48 2.36345 2.56567
682.48 2.42068 2.56838
682.48 2.47752 2.5732
682.48 2.48213 2.57892
682.48 2.49008 2.58754
682.48 2.47461 2.59776
682.48 2.46909 2.61142
682.48 2.45231 2.62692
683.83 2.47011 2.89384
683.83 2.43817 2.86274
683.83 2.42169 2.82762
683.83 2.41976 2.7972
683.83 2.38656 2.76778
683.83 2.37954 2.73861
683.83 2.34701 2.71286
683.83 2.34764 2.69023
683.83 2.34171 2.66839
683.83 2.35368 2.64648
683.83 2.36173 2.62711
683.83 2.39826 2.60665
683.83 2.39479 2.59018
683.83 2.38604 2.58095
683.83 2.38302 2.56978
683.83 2.3932 2.56452
683.83 2.40527 2.55892
683.83 2.40041 2.55445
683.83 2.41656 2.55399
683.83 2.44064 2.55453
683.83 2.46325 2.55765
683.83 2.47062 2.5624
683.83 2.45685 2.57528
683.83 2.50437 2.58816
683.83 2.53393 2.59912
685.03 3.27283 2.90742
685.03 3.26199 2.86169
685.03 3.2494 2.82612
685.03 3.23879 2.78848
685.03 3.23975 2.75674
685.03 3.20255 2.72391
685.03 3.13506 2.69185
685.03 2.98915 2.66292
685.03 2.78795 2.63424
685.03 2.61177 2.61214
685.03 2.49314 2.59311
685.03 2.36814 2.57561
685.03 2.29064 2.56649
685.03 2.30238 2.55607
685.03 2.34739 2.5495
685.03 2.44416 2.5479
685.03 2.6268 2.54743
685.03 2.77815 2.54876
685.03 2.91916 2.55286
685.03 2.9803 2.55842
685.03 2.97253 2.57047
685.03 2.92757 2.58789
685.03 2.82021 2.60845
686.08 2.82805 2.88379
686.08 2.71507 2.83782
686.08 2.61865 2.79856
686.08 2.5278 2.7562
686.08 2.45133 2.72032
686.08 2.44704 2.68416
686.08 2.45874 2.64985
686.08 2.45223 2.62016
686.08 2.42235 2.59024
686.08 2.37011 2.56975
686.08 2.33095 2.55397
686.08 2.27837 2.53973
686.08 2.1992 2.53541
686.08 2.12231 2.53308
686.08 2.10841 2.53964
686.08 2.14607 2.55315
686.08 2.17793 2.57144
686.08 2.22186 2.59911
686.88 2.45111 2.91984
686.88 2.50433 2.85824
686.88 2.55786 2.79404
686.88 2.55141 2.73908
686.88 2.52323 2.68844
686.88 2.45009 2.64089
686.88 2.38341 2.60262
686.88 2.32494 2.57214
686.88 2.32213 2.55134
686.88 2.35898 2.5368
686.88 2.41604 2.53024
686.88 2.52341 2.53585
686.88 2.58619 2.54439
686.88 2.65875 2.56558
686.88 2.73795 2.59713
687.53 2.31962 2.85608
687.53 2.31262 2.78267
687.53 2.33141 2.71571
687.53 2.35471 2.6589
687.53 2.34439 2.60564
687.53 2.34368 2.5668
687.53 2.33955 2.53774
687.53 2.32852 2.51991
687.53 2.34795 2.5168
687.53 2.40108 2.52249
687.53 2.4861 2.54421
687.53 2.54096 2.57783
688.08 2.25602 2.82191
688.08 2.30689 2.74023
688.08 2.3392 2.67005
688.08 2.39584 2.60944
688.08 2.37021 2.56061
688.08 2.39989 2.53167
688.08 2.42077 2.51041
688.08 2.40034 2.50935
688.08 2.36253 2.52073
688.08 2.3757 2.55445
688.58 2.33402 2.84573
688.58 2.34658 2.75509
688.58 2.33842 2.67493
688.58 2.35335 2.60842
688.58 2.35986 2.55764
688.58 2.38901 2.52461
688.58 2.41855 2.50664
688.58 2.45212 2.50655
688.58 2.49717 2.5262
688.58 2.50476 2.56247
689.079 2.10974 2.87847
689.079 2.11911 2.77674
689.079 2.18174 2.68885
689.079 2.33699 2.61624
689.079 2.41204 2.55469
689.079 2.4044 2.5124
689.079 2.2739 2.4903
689.079 2.22291 2.50304
689.079 2.30819 2.53433
689.079 2.33189 2.58182
689.529 2.57543 2.83058
689.529 2.44956 2.71777
689.529 2.3781 2.63203
689.529 2.40596 2.56143
689.529 2.37233 2.51845
689.529 2.3772 2.49861
689.529 2.24587 2.50686
689.529 2.19613 2.54949
689.529 2.23968 2.61078
689.979 2.41545 2.81289
689.979 2.34396 2.70562
689.979 2.32143 2.61533
689.979 2.31252 2.54729
689.979 2.31192 2.50063
689.979 2.2818 2.4831
689.979 2.24652 2.49532
689.979 2.26325 2.53756
690.379 2.44044 2.84244
690.379 2.4205 2.72433
690.379 2.37375 2.62364
690.379 2.32841 2.55463
690.379 2.37389 2.5095
690.379 2.39281 2.49157
690.379 2.41404 2.50298
690.379 2.45564 2.54469
690.779 2.29585 2.85071
690.779 2.29932 2.73236
690.779 2.34206 2.62924
690.779 2.36686 2.55058
690.779 2.37722 2.50615
690.779 2.36248 2.48968
690.779 2.43763 2.51178
690.779 2.45542 2.55751
691.129 2.32586 2.74978
691.129 2.41231 2.64377
691.129 2.41878 2.56395
691.129 2.54019 2.52192
691.129 2.54584 2.50305
691.129 2.50242 2.5214
691.129 2.57414 2.57121
691.479 2.40047 2.78378
691.479 2.45399 2.66801
691.479 2.48551 2.58531
691.479 2.51609 2.53664
691.479 2.55271 2.521
691.479 2.4905 2.54065
691.479 2.57252 2.60095
691.829 2.48403 2.79526
691.829 2.55812 2.6916
691.829 2.56202 2.60522
691.829 2.55918 2.56064
691.829 2.70756 2.54057
691.829 2.73269 2.55641
691.829 2.80715 2.61604
692.179 2.59346 2.8108
692.179 2.5413 2.70684
692.179 2.59192 2.62914
692.179 2.56873 2.57831
692.179 2.66715 2.56776
692.179 2.66516 2.58479
692.179 2.72087 2.63718
692.529 2.60136 2.84217
692.529 2.62555 2.72978
692.529 2.58858 2.65102
692.529 2.48988 2.59613
692.529 2.30273 2.57716
692.529 2.1375 2.612
692.529 2.0461 2.65228
692.879 2.20008 2.87916
692.879 2.29907 2.75715
692.879 2.58905 2.6923
692.879 2.62112 2.6348
692.879 2.55974 2.61858
692.879 2.59379 2.64255
692.879 2.59789 2.70105
693.229 2.76461 2.90559
693.229 2.80112 2.80053
693.229 2.8216 2.7154
693.229 2.86762 2.67252
693.229 2.92444 2.66362
693.229 2.98985 2.68473
693.229 3.07937 2.74406
693.579 2.9336 2.95371
693.579 2.8826 2.83433
693.579 2.90499 2.75443
693.579 2.83297 2.70479
693.579 2.79181 2.69865
693.579 2.80736 2.72548
693.579 2.78094 2.78944
693.929 2.91512 2.98969
693.929 2.87643 2.88085
693.929 2.90104 2.80285
693.929 2.90101 2.75447
693.929 2.89868 2.74522
693.929 2.90431 2.77091
693.929 2.87828 2.82761
694.279 3.03518 3.03123
694.279 2.92018 2.91991
694.279 2.86554 2.84607
694.279 2.81369 2.80208
694.279 2.74721 2.79259
694.279 2.72726 2.818
694.279 2.69837 2.8757
694.629 2.93801 3.07561
694.629 2.86904 2.9681
694.629 2.77455 2.89304
694.629 2.78694 2.85349
694.629 2.78179 2.84059
694.629 2.8142 2.86485
694.629 2.79111 2.91671
694.979 3.00531 3.11651
694.979 3.00021 3.0165
694.979 2.85167 2.93488
694.979 2.75372 2.89542
694.979 2.74398 2.87859
694.979 2.72258 2.89828
694.979 2.75723 2.94674
695.328 3.00599 3.14012
695.328 2.93967 3.04314
695.328 2.87772 2.97372
695.328 2.83371 2.92912
695.328 2.72127 2.91317
695.328 2.43198 2.94071
695.328 2.04858 2.96997
695.678 2.79492 3.15458
695.678 2.83987 3.0688
695.678 2.82472 3.00198
695.678 2.96397 2.97303
695.678 3.10726 2.95653
695.678 3.24996 2.97787
695.678 3.19293 3.01165
696.078 3.02184 3.32559
696.078 2.99082 3.20943
696.078 2.94545 3.11826
696.078 3.00269 3.05983
696.078 2.92831 3.01576
696.078 2.96439 3.01973
696.078 2.9401 3.02896
696.078 2.89055 3.07191
696.479 2.9709 3.33347
696.479 2.97056 3.22535
696.479 3.04113 3.15455
696.479 3.09431 3.09759
696.479 3.17539 3.06646
696.479 3.28435 3.05922
696.479 3.29649 3.06144
696.479 3.30142 3.09137
696.879 3.37342 3.37292
696.879 3.20474 3.26743
696.879 3.26826 3.20925
696.879 3.20032 3.14417
696.879 3.35949 3.12544
696.879 3.48534 3.11066
696.879 3.62359 3.12219
696.879 3.82626 3.15025
696.879 3.9696 3.18703
697.329 2.69678 3.37423
697.329 2.74371 3.29711
697.329 2.96155 3.23804
697.329 3.08272 3.18847
697.329 3.27502 3.15784
697.329 3.40025 3.14448
697.329 3.4765 3.14961
697.329 3.60591 3.18031
697.329 3.76602 3.21908
697.828 3.47371 3.47535
697.828 3.26098 3.39555
697.828 3.09958 3.32799
697.828 3.01866 3.27737
697.828 3.02027 3.24235
697.828 3.11405 3.21569
697.828 3.32003 3.20527
697.828 3.58298 3.20068
697.828 3.9356 3.2153
697.828 4.38908 3.24142
697.828 5.0868 3.29006
698.378 4.99132 3.47104
698.378 4.32669 3.40543
698.378 3.66753 3.35045
698.378 3.17523 3.30503
698.378 3.01805 3.27004
698.378 3.32135 3.25411
698.378 3.98013 3.24301
698.378 4.86018 3.24967
698.378 5.91288 3.26261
698.378 7.03466 3.28437
698.378 8.22288 3.31638
698.978 7.69117 3.4586
698.978 6.41562 3.39847
698.978 5.22707 3.34412
698.978 4.1387 3.30756
698.978 3.27916 3.27266
698.978 2.96187 3.25028
698.978 3.44131 3.2432
698.978 4.42421 3.23627
698.978 5.62243 3.24601
698.978 6.95016 3.26244
698.978 8.32436 3.28907
699.478 6.53748 3.34487
699.478 5.24724 3.29927
699.478 4.06406 3.26191
699.478 3.24609 3.2357
699.478 3.00766 3.21839
699.478 3.49228 3.20547
699.478 4.44283 3.20623
699.478 5.65209 3.21816
699.478 7.00437 3.24309
699.478 8.40371 3.27093
699.978 6.73991 3.28631
699.978 5.38506 3.24628
699.978 4.17175 3.21215
699.978 3.33461 3.19125
699.978 3.06552 3.17322
699.978 3.56833 3.16861
699.978 4.56647 3.18214
699.978 5.82735 3.1988
699.978 7.14178 3.22634
699.978 8.45769 3.26886
699.978 9.77976 3.31872
700.528 5.39515 3.21753
700.528 4.2646 3.16657
700.528 3.40301 3.13298
700.528 2.8848 3.11448
700.528 2.898 3.10258
700.528 3.2971 3.10536
700.528 3.9424 3.1221
700.528 4.73609 3.15187
700.528 5.56005 3.1944
700.528 6.41898 3.2475
701.028 3.65796 3.14421
701.028 3.1665 3.09203
701.028 2.89366 3.05286
701.028 2.79917 3.0281
